env_step,episode_index,episode_return,episode_length,released
2256,161,-1.7637724404279325,14,1
2270,162,-3.528021415103089,14,1
2284,163,0.014585779194103976,14,1
2298,164,105.46893587929365,14,1
2312,165,-1.3926302391338468,14,1
2326,166,26.864707822530388,14,1
2340,167,-3.7305093424972973,14,1
2354,168,-0.04976241371794776,14,1
2368,169,-1.9012071300718054,14,1
2382,170,-0.08209736710780013,14,1
2396,171,-3.5860391913871554,14,1
2410,172,88.6184355250597,14,1
2424,173,-6.268006657945922,14,1
2438,174,1.5484098452903954,14,1
2452,175,5.608660423627467,14,1
2466,176,-5.150202892363545,14,1
2480,177,-1.6674259865335366,14,1
2494,178,-3.1992312949606676,14,1
2508,179,-4.360472305939711,14,1
2522,180,17.1490209647344,14,1
2536,181,-0.8543811142884012,14,1
2550,182,11.031145162056227,14,1
2564,183,53.12935691239204,14,1
2578,184,0.47351868201577096,14,1
2592,185,4.1426583878247,14,1
2606,186,43.51027262608521,14,1
2620,187,107.77164230951345,14,1
2634,188,12.653155412299006,14,1
2648,189,43.27830184956196,14,1
2662,190,-3.244386286236633,14,1
2676,191,30.638256489285602,14,1
2692,192,9.53711763184879,16,1
2706,193,-3.566137953500272,14,1
2720,194,42.08916450325071,14,1
2734,195,67.31768387373234,14,1
2748,196,-0.6531218175512106,14,1
2762,197,76.77774273506712,14,1
2776,198,100.88482952303899,14,1
2790,199,11.221292423348206,14,1
2804,200,15.982729122908742,14,1
2818,201,20.436858005963884,14,1
2832,202,-2.536889945196323,14,1
2846,203,6.817614392791659,14,1
2860,204,-2.123742090585722,14,1
2874,205,14.782714196226811,14,1
2888,206,13.527933793681289,14,1
2902,207,130.2850360195336,14,1
2916,208,30.997002527291492,14,1
2930,209,18.655804580519316,14,1
2944,210,6.581875917140311,14,1
2958,211,21.575523597923258,14,1
2972,212,-1.6000955193268829,14,1
2986,213,85.22486529088067,14,1
3000,214,28.67047521887612,14,1
3014,215,2.4414294879791787,14,1
3028,216,29.413827809720594,14,1
3042,217,102.90754766849838,14,1
3056,218,8.992656946837181,14,1
3070,219,43.78367545407699,14,1
3084,220,-0.6224661584886402,14,1
3098,221,15.283534488902111,14,1
3112,222,6.138391913165732,14,1
3126,223,18.02284857573686,14,1
3140,224,6.588250005681584,14,1
3154,225,126.514900514015,14,1
3168,226,33.154072516558124,14,1
3182,227,10.599115690559792,14,1
3196,228,0.40997555231288724,14,1
3210,229,15.430163244402548,14,1
3224,230,39.98494519548554,14,1
3238,231,5.92325136034022,14,1
3252,232,20.28230913061956,14,1
3266,233,34.622788926056025,14,1
3280,234,40.14074339802549,14,1
3294,235,18.399821512079033,14,1
3308,236,7.366047398111792,14,1
3322,237,8.27768496651297,14,1
3336,238,-0.13877436464951165,14,1
3350,239,-2.6340439883721047,14,1
3364,240,65.4981683569162,14,1
3378,241,10.719602972927145,14,1
3392,242,10.308327863953439,14,1
3406,243,10.866344272963726,14,1
3420,244,25.107622676545983,14,1
3434,245,119.89218577748638,14,1
3448,246,-0.7874488943531675,14,1
3462,247,5.090106131283202,14,1
3476,248,40.09086682472136,14,1
3490,249,0.32579435079901675,14,1
3504,250,-0.8091364329759072,14,1
3518,251,-0.9736507472376912,14,1
3532,252,4.6026002298320865,14,1
3546,253,-1.9900441833363136,14,1
3560,254,0.42341414968152513,14,1
3574,255,3.9039554203902123,14,1
3588,256,4.537547503834895,14,1
3603,257,-0.3400565459675524,15,1
3617,258,9.942582250394766,14,1
3631,259,-1.75099001473294,14,1
3645,260,16.538512328993875,14,1
3659,261,2.375290130462442,14,1
3673,262,12.720564995310495,14,1
3687,263,-0.9926041717844248,14,1
3701,264,6.916741670011297,14,1
3715,265,10.725749548962689,14,1
3729,266,3.747428928575695,14,1
3743,267,16.211741712580885,14,1
3757,268,-2.2301270613868134,14,1
3771,269,-1.561731174085986,14,1
3785,270,-0.5922436340532097,14,1
3799,271,0.1254377383154156,14,1
3813,272,-1.1221420286793258,14,1
3827,273,0.978157713641731,14,1
3841,274,-0.8550771174188931,14,1
3855,275,3.1377041279510327,14,1
3869,276,0.6042551154181006,14,1
3883,277,-1.224895370107053,14,1
3897,278,-5.012728004140562,14,1
3911,279,-2.7590975888497664,14,1
3925,280,5.918269185250849,14,1
3939,281,-0.4423372119545697,14,1
3953,282,1.084788421971125,14,1
3967,283,0.6755241152054094,14,1
3981,284,-3.46166748300244,14,1
3995,285,13.24780131917929,14,1
4009,286,9.00722332654538,14,1
4023,287,-1.960956268808637,14,1
4037,288,-2.8301924816390365,14,1
4051,289,1.9604990393342134,14,1
4065,290,28.709143141065958,14,1
4079,291,-0.9552431731329105,14,1
4093,292,-1.6059899336592043,14,1
4107,293,-1.484748984770867,14,1
4121,294,-1.816791450549894,14,1
4135,295,18.823930312950193,14,1
4149,296,-4.3325112467452565,14,1
4163,297,-0.5039657031279206,14,1
4177,298,-0.7211363388326111,14,1
4191,299,-0.2733517453328575,14,1
4205,300,-4.067240549690141,14,1
4219,301,31.368487166142636,14,1
4233,302,-2.4405974108259603,14,1
4247,303,0.34739135239647567,14,1
4261,304,-2.698322520900003,14,1
4275,305,-4.904874580227634,14,1
4289,306,-2.8030199313279422,14,1
4303,307,-2.732101793709144,14,1
4317,308,-4.283391013895566,14,1
4331,309,1.9125125322955756,14,1
4345,310,7.73923545254961,14,1
4359,311,15.795517309540063,14,1
4373,312,0.4029217768172693,14,1
4387,313,5.517019505742385,14,1
4401,314,34.621955081300065,14,1
4415,315,3.856202617000624,14,1
4429,316,57.65294457347938,14,1
4443,317,93.98530664363122,14,1
4457,318,14.331806827305664,14,1
4471,319,10.63630765368559,14,1
4486,320,44.8422399311674,15,1
4500,321,36.969218389080254,14,1
4514,322,20.85596907491259,14,1
4528,323,119.96946051686169,14,1
4542,324,67.2274938549753,14,1
4556,325,92.83893373661779,14,1
4570,326,7.539196551446853,14,1
4584,327,53.22707163347078,14,1
4598,328,32.26382666115074,14,1
4613,329,59.44750735811447,15,1
4627,330,62.80099940004551,14,1
4642,331,17.73996771282377,15,1
4656,332,83.42000301727805,14,1
4670,333,91.84300876192752,14,1
4684,334,70.99860776746885,14,1
4698,335,115.19608366090218,14,1
4712,336,75.87452334800788,14,1
4726,337,120.22628877557962,14,1
4740,338,19.09706720012207,14,1
4754,339,83.12535435427789,14,1
4768,340,106.20263384885114,14,1
4782,341,46.641584542177725,14,1
4796,342,59.240964747886544,14,1
4810,343,46.848614047939996,14,1
4825,344,25.07708146298638,15,1
4839,345,79.03596951358739,14,1
4853,346,71.94758453534926,14,1
4867,347,140.64289228200718,14,1
4881,348,142.5602404521651,14,1
4895,349,126.52971725902562,14,1
4909,350,115.02926914903293,14,1
4923,351,98.26632012821543,14,1
4937,352,125.30855672050197,14,1
4952,353,124.02732985818781,15,1
4966,354,103.74690915227346,14,1
4980,355,68.92158305590026,14,1
4994,356,59.26703994805809,14,1
5008,357,78.88804581576571,14,1
5022,358,90.120992993475,14,1
5036,359,96.83730368096467,14,1
5050,360,130.93809155216707,14,1
5064,361,44.736564910643246,14,1
5078,362,28.616096098005624,14,1
5093,363,53.295244262406186,15,1
5107,364,96.20669516804917,14,1
5121,365,69.72560518820154,14,1
5135,366,68.6311797646671,14,1
5149,367,142.28783624680528,14,1
5163,368,131.2803629818938,14,1
5177,369,95.171127914803,14,1
5191,370,121.64950678393363,14,1
5205,371,132.815704495695,14,1
5219,372,80.55473760248313,14,1
5234,373,83.805550011213,15,1
5249,374,37.078129726225,15,1
5264,375,84.26066558874578,15,1
5278,376,9.528409532848565,14,1
5293,377,62.346114193849495,15,1
5307,378,94.21637758213583,14,1
5321,379,96.7789331123971,14,1
5335,380,49.278543955664944,14,1
5349,381,135.88972611349234,14,1
5363,382,109.64865980535279,14,1
5377,383,128.25411644889428,14,1
5391,384,134.1310026605919,14,1
5405,385,128.60835057677068,14,1
5419,386,106.97141064326436,14,1
5433,387,49.53056686496252,14,1
5448,388,128.3953993189468,15,1
5462,389,122.74273548393153,14,1
5476,390,88.04849618184363,14,1
5495,391,103.52309231763742,19,1
5509,392,86.04200938445146,14,1
5523,393,127.06394647885335,14,1
5538,394,85.28180121400518,15,1
5552,395,121.31812589940955,14,1
5567,396,127.48092531140584,15,1
5581,397,134.54939658551913,14,1
5595,398,135.13910039684603,14,1
5610,399,49.9446459469486,15,1
5624,400,87.51411415452836,14,1
5638,401,61.49850802586844,14,1
5653,402,119.06506160179642,15,1
5667,403,130.26734150320092,14,1
5681,404,22.1012656880459,14,1
5695,405,128.50634600712087,14,1
5709,406,132.86618274663923,14,1
5724,407,100.09868797749903,15,1
5738,408,73.60120285288012,14,1
5752,409,36.76127755612399,14,1
5766,410,99.27463392137663,14,1
5780,411,46.63356082107568,14,1
5794,412,85.80035300625451,14,1
5808,413,33.49733946903005,14,1
5823,414,113.2309756435473,15,1
5838,415,121.99373042684473,15,1
5852,416,45.05419011307908,14,1
5868,417,14.658977846390139,16,1
5882,418,92.53969313792403,14,1
5896,419,43.215447004184064,14,1
5912,420,36.850906992549646,16,1
5926,421,45.14377376634774,14,1
5940,422,82.9377361323112,14,1
5955,423,72.22955438846549,15,1
5969,424,90.83485861283489,14,1
5983,425,26.82107964799416,14,1
5997,426,133.40672506955934,14,1
6011,427,109.98945186011883,14,1
6025,428,59.285912688758124,14,1
6039,429,42.64568071838298,14,1
6054,430,51.41361759673911,15,1
6070,431,50.33535792514881,16,1
6084,432,16.976366099135433,14,1
6099,433,8.574181630443757,15,1
6113,434,40.893107775113016,14,1
6127,435,48.24178501767482,14,1
6141,436,6.435061827406642,14,1
6155,437,86.13397988094579,14,1
6170,438,112.44297386044333,15,1
6184,439,17.36353485523393,14,1
6198,440,49.52361182975565,14,1
6212,441,17.91375504774357,14,1
6227,442,29.47068818363258,15,1
6241,443,10.429412258948275,14,1
6255,444,88.25389458416792,14,1
6269,445,86.79760880474839,14,1
6283,446,60.3460548743844,14,1
6297,447,25.390431134586137,14,1
6312,448,38.24832653264608,15,1
6326,449,13.026541179378873,14,1
6340,450,21.47009985296559,14,1
6354,451,21.161743421929067,14,1
6368,452,15.972105312016634,14,1
6382,453,64.80129556661825,14,1
6396,454,123.22154994411726,14,1
6410,455,101.35662689435061,14,1
6426,456,94.16839162202945,16,1
6440,457,18.928836258950252,14,1
6454,458,71.34451208832463,14,1
6468,459,41.072183954306084,14,1
6482,460,17.906400882508304,14,1
6496,461,133.9932143386272,14,1
6510,462,96.10832088636906,14,1
6524,463,29.67123678120866,14,1
6538,464,133.87065798398686,14,1
6553,465,36.73702763695521,15,1
6567,466,114.06398288274062,14,1
6581,467,45.56346202655486,14,1
6595,468,126.88320415801256,14,1
6609,469,45.84864642985261,14,1
6623,470,12.573927005821824,14,1
6637,471,6.809700622708152,14,1
6651,472,115.00571333257375,14,1
6665,473,123.08118119260776,14,1
6679,474,49.29543415657886,14,1
6693,475,53.40532638858477,14,1
6707,476,121.95343969790683,14,1
6721,477,66.37116258760244,14,1
6736,478,99.11344869077357,15,1
6750,479,135.06637558521516,14,1
6766,480,52.487174464938896,16,1
6780,481,114.64550777602473,14,1
6794,482,78.45482005715489,14,1
6808,483,123.49461022754787,14,1
6822,484,42.037779372842635,14,1
6836,485,93.87828783828034,14,1
6850,486,112.44628397518926,14,1
6864,487,141.97888705851213,14,1
6878,488,101.56466918765668,14,1
6892,489,133.56732255795987,14,1
6906,490,124.90615091447111,14,1
6920,491,18.78109713584125,14,1
6936,492,103.5656972340477,16,1
6950,493,108.23970320061987,14,1
6964,494,135.18973277898456,14,1
6978,495,53.429749214632636,14,1
6992,496,8.086681821627346,14,1
7006,497,59.75946240169522,14,1
7020,498,86.57705582297348,14,1
7035,499,126.9107374355974,15,1
7050,500,30.014852067789583,15,1
7064,501,67.97325275901746,14,1
7078,502,-0.9261564423010213,14,1
7092,503,37.545044188666914,14,1
7106,504,78.79389378806354,14,1
7120,505,107.10444290972275,14,1
7134,506,0.4680451378293094,14,1
7148,507,-5.29153674864914,14,1
7162,508,-2.4976344490921667,14,1
7176,509,0.7807876811588019,14,1
7190,510,131.3184673605222,14,1
7205,511,11.647489919663498,15,1
7219,512,-17.885634643065604,14,1
7233,513,-29.970260616479614,14,1
7247,514,-12.178206374175211,14,1
7261,515,-41.27415906509276,14,1
7275,516,-17.62192192709438,14,1
7289,517,-1.0280725465615166,14,1
7303,518,-10.26871438405426,14,1
7317,519,-12.775018448725072,14,1
7331,520,-0.5660742000807555,14,1
7345,521,130.03798105880887,14,1
7359,522,-5.940537603306829,14,1
7373,523,-4.324504926165083,14,1
7387,524,48.960668028323354,14,1
7403,525,31.620965026590437,16,1
7417,526,11.66557979953238,14,1
7431,527,-6.121556431225446,14,1
7445,528,-1.6906214925270704,14,1
7459,529,-3.8362663516809166,14,1
7473,530,6.210437108254127,14,1
7488,531,-8.5455049083972,15,1
7502,532,17.234362334531262,14,1
7516,533,-4.5120599623818896,14,1
7530,534,-2.9339772054334494,14,1
7544,535,-2.517222876143308,14,1
7558,536,4.973542084989042,14,1
7574,537,4.068783105451976,16,1
7588,538,-3.264808867686383,14,1
7602,539,12.718151265015662,14,1
7616,540,-2.2638729969201905,14,1
7630,541,-1.0732761905049792,14,1
7645,542,5.193291867229979,15,1
7659,543,17.728333027799195,14,1
7675,544,51.49747946228992,16,1
7689,545,57.04094073783256,14,1
7703,546,76.9206303239848,14,1
7719,547,25.633180717964695,16,1
7733,548,8.28983405867829,14,1
7747,549,38.957466307921976,14,1
7761,550,11.522717198934853,14,1
7775,551,29.301059508189105,14,1
7789,552,44.88907467463493,14,1
7803,553,6.485055514621655,14,1
7817,554,33.83198453827242,14,1
7831,555,76.41227055951538,14,1
7846,556,39.808590276132854,15,1
7862,557,79.10049535702251,16,1
7876,558,26.547139832357068,14,1
7890,559,103.50981743033988,14,1
7904,560,83.9494084419935,14,1
7918,561,94.38196025042798,14,1
7934,562,18.031364791314065,16,1
7948,563,81.440452695788,14,1
7963,564,94.8684869579275,15,1
7977,565,59.083833087902256,14,1
7991,566,132.96315318590305,14,1
8005,567,63.421094934414974,14,1
8021,568,104.71896833556289,16,1
8035,569,124.68052012009196,14,1
8050,570,63.94102669979255,15,1
8064,571,46.498200838512034,14,1
8078,572,29.066677668709968,14,1
8092,573,64.6399158703446,14,1
8106,574,52.62166287799677,14,1
8120,575,79.35802780543239,14,1
8136,576,68.6518640033899,16,1
8150,577,14.074399679128451,14,1
8168,578,61.42293835316513,18,1
8182,579,35.54334476599211,14,1
8197,580,122.49138703837578,15,1
8211,581,71.2559301454006,14,1
8225,582,41.19643004771126,14,1
8239,583,33.03067345759029,14,1
8254,584,105.6773159415496,15,1
8268,585,95.41836744289569,14,1
8283,586,22.346355117835458,15,1
8298,587,124.26348099171547,15,1
8313,588,66.2339719298775,15,1
8327,589,120.51735569088869,14,1
8341,590,125.01062159380638,14,1
8355,591,90.59949958008288,14,1
8369,592,91.05532159726313,14,1
8384,593,114.48566241948274,15,1
8398,594,63.24942077422866,14,1
8412,595,28.599417934625286,14,1
8426,596,48.17283749115247,14,1
8440,597,95.12934203639992,14,1
8454,598,51.74695871178957,14,1
8469,599,76.17554222927049,15,1
8483,600,0.19075601126542524,14,1
8498,601,12.229201068096549,15,1
8512,602,41.132198366766104,14,1
8526,603,9.86580380510735,14,1
8541,604,53.14062481856542,15,1
8555,605,33.11612884367562,14,1
8569,606,47.14509565390189,14,1
8583,607,58.261426568089966,14,1
8597,608,65.13100832785322,14,1
8611,609,45.50581110780988,14,1
8625,610,61.13167967940787,14,1
8639,611,18.19263433583344,14,1
8654,612,63.14009407035119,15,1
8668,613,18.06862521279255,14,1
8682,614,63.57508317648647,14,1
8696,615,26.74894413665706,14,1
8710,616,62.92083046304816,14,1
8724,617,65.67716664794355,14,1
8738,618,44.87254059143444,14,1
8754,619,53.441275350208194,16,1
8769,620,62.01426378392399,15,1
8783,621,64.92880696920072,14,1
8797,622,91.1901565484037,14,1
8811,623,109.11195764873439,14,1
8825,624,91.17916747200063,14,1
8840,625,113.11173691793117,15,1
8854,626,133.2230643541609,14,1
8868,627,98.4347680267157,14,1
8885,628,39.17892547895381,17,1
8901,629,85.99829073977993,16,1
8915,630,11.98203793302977,14,1
8929,631,49.91190780744054,14,1
8943,632,97.30556919527271,14,1
8957,633,30.864488230889624,14,1
8971,634,123.71185656539514,14,1
8985,635,93.80328358369324,14,1
8999,636,80.48993383534884,14,1
9013,637,98.10647022747341,14,1
9027,638,107.30466495454438,14,1
9041,639,107.45005518000836,14,1
9055,640,80.0923936115261,14,1
9069,641,122.39750129111374,14,1
9083,642,129.3252119065354,14,1
9097,643,48.19684765884366,14,1
9112,644,97.92584569015791,15,1
9126,645,126.7032941613011,14,1
9140,646,88.18501562498217,14,1
9155,647,102.62511064110737,15,1
9169,648,66.99408168503783,14,1
9183,649,64.80939791124317,14,1
9198,650,86.64844470673995,15,1
9212,651,67.09217877622524,14,1
9226,652,78.0578854412982,14,1
9240,653,88.85437369762961,14,1
9256,654,67.95541981444414,16,1
9270,655,107.63300594015979,14,1
9284,656,95.4831962734641,14,1
9298,657,85.89934952775755,14,1
9312,658,119.28400430546647,14,1
9329,659,24.921889370440322,17,1
9343,660,83.60896171118277,14,1
9357,661,62.6005904442192,14,1
9371,662,93.78227488180782,14,1
9385,663,88.08752309544927,14,1
9400,664,111.84111429691184,15,1
9414,665,49.07763792167958,14,1
9428,666,71.24125113174834,14,1
9442,667,88.13930428642591,14,1
9456,668,62.31942702741747,14,1
9470,669,61.16839591324178,14,1
9485,670,86.17764912539609,15,1
9499,671,60.610704683971186,14,1
9513,672,103.72974960489005,14,1
9527,673,93.93838863842831,14,1
9541,674,60.3607163709223,14,1
9555,675,61.84879144234821,14,1
9569,676,86.80889522381196,14,1
9583,677,101.14062582325639,14,1
9597,678,110.84589724762446,14,1
9611,679,30.039875031465822,14,1
9625,680,39.05231884982379,14,1
9639,681,133.605100050994,14,1
9654,682,39.112519017940194,15,1
9668,683,101.32833766820518,14,1
9682,684,96.00013719603362,14,1
9697,685,111.60116941150825,15,1
9712,686,98.73698578681683,15,1
9726,687,119.10607695484937,14,1
9740,688,70.00957225022606,14,1
9755,689,67.25521737277246,15,1
9770,690,62.08979030234295,15,1
9784,691,61.98759405819085,14,1
9798,692,88.1761604587911,14,1
9812,693,86.99023043278156,14,1
9826,694,112.43211575736754,14,1
9840,695,67.51383822963282,14,1
9856,696,122.9241526581134,16,1
9870,697,41.897293378287465,14,1
9884,698,124.03705711217422,14,1
9898,699,63.202352248767305,14,1
9912,700,63.81451849340591,14,1
9926,701,100.39019395568214,14,1
9941,702,105.25342335573669,15,1
9955,703,73.20179954772347,14,1
9969,704,30.163341225778854,14,1
9983,705,51.33229278603201,14,1
9997,706,124.0237719769103,14,1
10012,707,61.22436708641241,15,1
10026,708,50.22812248146276,14,1
10041,709,23.230172046903252,15,1
10057,710,35.40750145902471,16,1
10071,711,42.42851865779054,14,1
10085,712,38.07269286516589,14,1
10099,713,65.91073584085305,14,1
10113,714,52.112055744589256,14,1
10127,715,109.44048403188127,14,1
10141,716,131.112446077698,14,1
10155,717,43.865201388546396,14,1
10169,718,65.27242943439691,14,1
10183,719,49.97904476899939,14,1
10197,720,37.773243827474055,14,1
10211,721,63.84690993694762,14,1
10225,722,69.29847988682928,14,1
10239,723,133.0005084957461,14,1
10253,724,31.968110189051195,14,1
10268,725,30.354841708149348,15,1
10282,726,77.70578224388656,14,1
10296,727,105.44521819832548,14,1
10310,728,34.31074207747486,14,1
10324,729,64.49587257990027,14,1
10338,730,20.56761621066538,14,1
10352,731,70.18930910220104,14,1
10366,732,42.873655350745665,14,1
10383,733,79.48423731029067,17,1
10397,734,43.74989197498712,14,1
10411,735,72.5615938999435,14,1
10426,736,46.9788433784014,15,1
10440,737,98.93783256584872,14,1
10454,738,112.45889910886486,14,1
10468,739,72.2919818045211,14,1
10482,740,128.1678203188289,14,1
10496,741,24.69462032184479,14,1
10510,742,15.166546607127966,14,1
10525,743,8.31427469862755,15,1
10539,744,25.661429917187636,14,1
10553,745,112.86327085975746,14,1
10567,746,105.54028974712946,14,1
10582,747,43.476682895911964,15,1
10596,748,116.84474261235836,14,1
10612,749,19.767195342194814,16,1
10628,750,42.711236727038504,16,1
10643,751,43.710668102632404,15,1
10658,752,54.43411517182418,15,1
10672,753,104.00004541031399,14,1
10686,754,24.28678421279474,14,1
10700,755,26.845831140735715,14,1
10716,756,30.757826173743336,16,1
10730,757,46.5158656265784,14,1
10745,758,46.04865284630989,15,1
10759,759,37.696912301394384,14,1
10773,760,17.483362282573406,14,1
10787,761,11.031766186346125,14,1
10801,762,47.522961119187066,14,1
10815,763,70.58870066623032,14,1
10829,764,45.94515503446756,14,1
10843,765,27.44302307266909,14,1
10857,766,25.832416724711198,14,1
10871,767,36.13620325134065,14,1
10885,768,22.08924218875098,14,1
10901,769,41.23831999819751,16,1
10916,770,127.59035267543345,15,1
10930,771,14.508461195525662,14,1
10944,772,34.29940363693729,14,1
10958,773,4.9942923731766475,14,1
10972,774,4.334440426998212,14,1
10987,775,-0.795192778370267,15,1
11002,776,5.436421279195984,15,1
11016,777,-0.583751804178189,14,1
11030,778,31.122362963797904,14,1
11044,779,7.243128355850804,14,1
11058,780,-1.2524174288740457,14,1
11072,781,36.830313830505986,14,1
11087,782,31.07944206285175,15,1
11101,783,9.75383203081553,14,1
11115,784,5.927842054916751,14,1
11129,785,29.72430746182656,14,1
11144,786,1.9924771634699352,15,1
11158,787,21.31980487040078,14,1
11172,788,65.06093968582638,14,1
11186,789,44.56443244542128,14,1
11200,790,12.280706332746286,14,1
11214,791,16.03184892629269,14,1
11230,792,17.649020748984377,16,1
11244,793,9.648882840689076,14,1
11258,794,25.630346208558585,14,1
11272,795,44.4967099415316,14,1
11286,796,6.371112031163681,14,1
11300,797,19.115244468572477,14,1
11316,798,10.136469978948334,16,1
11330,799,80.82919767100482,14,1
11345,800,5.67620406264853,15,1
11359,801,76.32327370789667,14,1
11373,802,-2.6190475851317236,14,1
11387,803,11.215793179404914,14,1
11402,804,6.096054106185561,15,1
11416,805,33.47843522299401,14,1
11432,806,16.367647130779,16,1
11448,807,18.10828166332936,16,1
11462,808,19.065475136486505,14,1
